state,date,ML,Low,High
Nebraska,2020-03-05,2.0,0.34,6.43
Nebraska,2020-03-06,1.8800000000000001,0.38,5.01
Nebraska,2020-03-07,1.8,0.38,4.45
Nebraska,2020-03-08,2.05,0.5,4.54
Nebraska,2020-03-09,2.17,0.61,4.33
Nebraska,2020-03-10,2.16,0.68,4.01
Nebraska,2020-03-11,2.1,0.72,3.69
Nebraska,2020-03-12,1.85,0.23,3.34
Nebraska,2020-03-13,1.7,0.21,3.0700000000000003
Nebraska,2020-03-14,1.59,0.19,2.86
Nebraska,2020-03-15,1.3900000000000001,0.15,2.62
Nebraska,2020-03-16,1.36,0.15,2.5300000000000002
Nebraska,2020-03-17,1.43,0.24,2.59
Nebraska,2020-03-18,1.48,0.3,2.57
Nebraska,2020-03-19,1.43,0.34,2.5100000000000002
Nebraska,2020-03-20,1.53,0.46,2.5300000000000002
Nebraska,2020-03-21,1.47,0.48,2.44
Nebraska,2020-03-22,1.42,0.47000000000000003,2.33
Nebraska,2020-03-23,1.3800000000000001,0.48,2.2600000000000002
Nebraska,2020-03-24,1.3,0.43,2.14
Nebraska,2020-03-25,1.28,0.46,2.12
Nebraska,2020-03-26,1.43,0.63,2.21
Nebraska,2020-03-27,1.6300000000000001,0.89,2.35
Nebraska,2020-03-28,1.75,1.08,2.41
Nebraska,2020-03-29,1.92,1.33,2.52
Nebraska,2020-03-30,1.87,1.35,2.42
Nebraska,2020-03-31,1.79,1.32,2.29
Nebraska,2020-04-01,1.69,1.26,2.15
Nebraska,2020-04-02,1.56,1.16,1.99
Nebraska,2020-04-03,1.45,1.06,1.84
Nebraska,2020-04-04,1.43,1.06,1.8
Nebraska,2020-04-05,1.35,1.0,1.71
Nebraska,2020-04-06,1.33,1.0,1.68
Nebraska,2020-04-07,1.35,1.02,1.67
Nebraska,2020-04-08,1.32,1.02,1.6500000000000001
Nebraska,2020-04-09,1.34,1.04,1.6400000000000001
Nebraska,2020-04-10,1.32,1.04,1.62
Nebraska,2020-04-11,1.27,1.0,1.56
Nebraska,2020-04-12,1.24,0.97,1.51
Nebraska,2020-04-13,1.18,0.92,1.45
Nebraska,2020-04-14,1.11,0.84,1.36
Nebraska,2020-04-15,1.09,0.84,1.36
Nevada,2020-03-05,2.0,0.34,6.43
Nevada,2020-03-06,1.8800000000000001,0.38,5.01
Nevada,2020-03-07,1.8,0.38,4.45
Nevada,2020-03-08,1.74,0.4,4.13
Nevada,2020-03-09,1.96,0.5,4.24
Nevada,2020-03-10,2.35,0.72,4.39
Nevada,2020-03-11,2.43,0.87,4.11
Nevada,2020-03-12,2.27,0.58,3.84
Nevada,2020-03-13,2.5,1.04,3.8200000000000003
Nevada,2020-03-14,2.36,1.16,3.5100000000000002
Nevada,2020-03-15,2.41,1.41,3.38
Nevada,2020-03-16,2.27,1.43,3.11
Nevada,2020-03-17,2.34,1.6300000000000001,3.0500000000000003
Nevada,2020-03-18,2.15,1.54,2.77
Nevada,2020-03-19,2.0100000000000002,1.48,2.57
Nevada,2020-03-20,1.8800000000000001,1.3900000000000001,2.36
Nevada,2020-03-21,1.8,1.36,2.24
Nevada,2020-03-22,1.77,1.37,2.17
Nevada,2020-03-23,1.84,1.49,2.21
Nevada,2020-03-24,1.78,1.45,2.1
Nevada,2020-03-25,1.8,1.5,2.09
Nevada,2020-03-26,1.8,1.54,2.08
Nevada,2020-03-27,1.73,1.48,1.97
Nevada,2020-03-28,1.6300000000000001,1.41,1.86
Nevada,2020-03-29,1.53,1.32,1.74
Nevada,2020-03-30,1.42,1.22,1.62
Nevada,2020-03-31,1.32,1.1400000000000001,1.53
Nevada,2020-04-01,1.26,1.08,1.46
Nevada,2020-04-02,1.18,1.0,1.37
Nevada,2020-04-03,1.1300000000000001,0.9500000000000001,1.31
Nevada,2020-04-04,1.09,0.92,1.28
Nevada,2020-04-05,1.06,0.88,1.23
Nevada,2020-04-06,1.04,0.86,1.21
Nevada,2020-04-07,1.06,0.88,1.23
Nevada,2020-04-08,1.03,0.86,1.21
Nevada,2020-04-09,1.03,0.86,1.21
Nevada,2020-04-10,1.02,0.86,1.21
Nevada,2020-04-11,1.01,0.84,1.19
Nevada,2020-04-12,0.97,0.8,1.1500000000000001
Nevada,2020-04-13,0.9500000000000001,0.78,1.1300000000000001
Nevada,2020-04-14,0.9,0.73,1.09
Nevada,2020-04-15,0.86,0.68,1.04
New Hampshire,2020-03-02,2.0,0.34,6.43
New Hampshire,2020-03-03,1.8800000000000001,0.38,5.01
New Hampshire,2020-03-04,1.8,0.38,4.45
New Hampshire,2020-03-05,1.74,0.4,4.13
New Hampshire,2020-03-06,1.69,0.37,3.85
New Hampshire,2020-03-07,1.6400000000000001,0.4,3.7
New Hampshire,2020-03-08,1.61,0.41000000000000003,3.56
New Hampshire,2020-03-09,1.0,0.0,3.35
New Hampshire,2020-03-10,1.0,0.0,3.35
New Hampshire,2020-03-11,1.0,0.0,3.35
New Hampshire,2020-03-12,1.53,0.0,3.66
New Hampshire,2020-03-13,1.8900000000000001,0.01,3.7800000000000002
New Hampshire,2020-03-14,2.35,0.33,4.17
New Hampshire,2020-03-15,2.81,1.06,4.41
New Hampshire,2020-03-16,2.62,1.22,3.97
New Hampshire,2020-03-17,2.41,1.24,3.54
