Provincienaam,Datum,ML,Low_90,High_90,Low_50,High_50
Zuid-Holland,2020-03-28,1.83,1.47,2.25,1.7,2.02
Zuid-Holland,2020-03-29,1.75,1.3800000000000001,2.13,1.62,1.93
Zuid-Holland,2020-03-30,1.6500000000000001,1.28,2.0100000000000002,1.51,1.81
Zuid-Holland,2020-03-31,1.53,1.19,1.9100000000000001,1.42,1.72
Zuid-Holland,2020-04-01,1.42,1.07,1.78,1.27,1.56
Zuid-Holland,2020-04-02,1.45,1.12,1.83,1.32,1.61
Zuid-Holland,2020-04-03,1.45,1.12,1.82,1.34,1.6300000000000001
Zuid-Holland,2020-04-04,1.34,1.01,1.7,1.2,1.48
Zuid-Holland,2020-04-05,1.27,0.9400000000000001,1.62,1.1500000000000001,1.43
Zuid-Holland,2020-04-06,1.27,0.9500000000000001,1.6300000000000001,1.1500000000000001,1.43
Zuid-Holland,2020-04-07,1.23,0.89,1.56,1.12,1.4000000000000001
Zuid-Holland,2020-04-08,1.32,1.0,1.67,1.21,1.49
Zuid-Holland,2020-04-09,1.25,0.93,1.59,1.12,1.3900000000000001
Zuid-Holland,2020-04-10,1.24,0.93,1.59,1.1300000000000001,1.4000000000000001
Zuid-Holland,2020-04-11,1.19,0.87,1.52,1.08,1.35
Zuid-Holland,2020-04-12,1.08,0.77,1.42,0.98,1.25
Zuid-Holland,2020-04-13,1.01,0.68,1.33,0.89,1.16
Zuid-Holland,2020-04-14,0.99,0.68,1.34,0.87,1.1400000000000001
Zuid-Holland,2020-04-15,0.9400000000000001,0.62,1.28,0.81,1.08
Zuid-Holland,2020-04-16,1.01,0.67,1.33,0.91,1.19
Zuid-Holland,2020-04-17,0.97,0.66,1.33,0.87,1.1500000000000001
Zuid-Holland,2020-04-18,0.96,0.65,1.32,0.86,1.1400000000000001
Zuid-Holland,2020-04-19,0.91,0.58,1.25,0.8,1.08
Zuid-Holland,2020-04-20,0.8300000000000001,0.52,1.2,0.72,1.0
Zuid-Holland,2020-04-21,0.78,0.46,1.1500000000000001,0.65,0.93
Zuid-Holland,2020-04-22,0.73,0.41000000000000003,1.11,0.63,0.92
Zuid-Holland,2020-04-23,0.71,0.38,1.09,0.59,0.88
Zuid-Holland,2020-04-24,0.72,0.39,1.11,0.62,0.92
Zuid-Holland,2020-04-25,0.65,0.31,1.04,0.53,0.8300000000000001
Zuid-Holland,2020-04-26,0.59,0.23,0.97,0.47000000000000003,0.78
Zuid-Holland,2020-04-27,0.53,0.17,0.92,0.39,0.7000000000000001
Zuid-Holland,2020-04-28,0.5,0.14,0.9,0.37,0.6900000000000001
Zuid-Holland,2020-04-29,0.5,0.12,0.89,0.37,0.7000000000000001
Zuid-Holland,2020-04-30,0.53,0.13,0.92,0.4,0.74
Zuid-Holland,2020-05-01,0.54,0.14,0.9500000000000001,0.38,0.72
Zuid-Holland,2020-05-02,0.62,0.21,1.05,0.48,0.8300000000000001
Zuid-Holland,2020-05-03,0.59,0.17,1.01,0.43,0.78
Zuid-Holland,2020-05-04,0.56,0.14,0.98,0.42,0.78
Zuid-Holland,2020-05-05,0.56,0.13,0.98,0.39,0.75
Zuid-Holland,2020-05-06,0.61,0.18,1.06,0.46,0.8300000000000001
Zuid-Holland,2020-05-07,0.65,0.22,1.12,0.47000000000000003,0.84
Zuid-Holland,2020-05-08,0.71,0.27,1.18,0.5700000000000001,0.9500000000000001
Zuid-Holland,2020-05-09,0.71,0.26,1.17,0.56,0.9400000000000001
Zuid-Holland,2020-05-10,0.76,0.32,1.24,0.61,0.99
Zuid-Holland,2020-05-11,0.77,0.32,1.24,0.61,0.99
Zuid-Holland,2020-05-12,0.78,0.32,1.24,0.62,1.0
Zuid-Holland,2020-05-13,0.78,0.34,1.27,0.61,0.99
Zuid-Holland,2020-05-14,0.76,0.31,1.24,0.58,0.96
Zuid-Holland,2020-05-15,0.79,0.34,1.28,0.64,1.03
Zuid-Holland,2020-05-16,0.75,0.29,1.23,0.59,0.98
Zuid-Holland,2020-05-17,0.74,0.28,1.23,0.5700000000000001,0.96
Zuid-Holland,2020-05-18,0.78,0.32,1.28,0.63,1.03
Zuid-Holland,2020-05-19,0.81,0.33,1.29,0.65,1.05
Zuid-Holland,2020-05-20,0.8300000000000001,0.37,1.34,0.67,1.07
Zuid-Holland,2020-05-21,0.85,0.38,1.35,0.68,1.08
Zuid-Holland,2020-05-22,0.8200000000000001,0.35000000000000003,1.32,0.65,1.05
Zuid-Holland,2020-05-23,0.8200000000000001,0.35000000000000003,1.33,0.63,1.03
Zuid-Holland,2020-05-24,0.78,0.3,1.28,0.63,1.04
Zuid-Holland,2020-05-25,0.74,0.26,1.25,0.5700000000000001,0.98
Zuid-Holland,2020-05-26,0.76,0.27,1.27,0.56,0.97
Zuid-Holland,2020-05-27,0.77,0.27,1.28,0.6,1.02
Zuid-Holland,2020-05-28,0.74,0.26,1.28,0.56,0.98
Zuid-Holland,2020-05-29,0.74,0.21,1.23,0.5700000000000001,1.0
Zuid-Holland,2020-05-30,0.73,0.21,1.24,0.54,0.97
Zuid-Holland,2020-05-31,0.67,0.17,1.2,0.51,0.9500000000000001
Zuid-Holland,2020-06-01,0.73,0.18,1.23,0.53,0.97
Zuid-Holland,2020-06-02,0.79,0.27,1.35,0.62,1.07
Zuid-Holland,2020-06-03,0.91,0.37,1.45,0.74,1.19
Zuid-Holland,2020-06-04,1.0,0.48,1.56,0.8,1.24
Zuid-Holland,2020-06-05,1.04,0.51,1.57,0.87,1.31
Zuid-Holland,2020-06-06,1.11,0.6,1.6500000000000001,0.92,1.35
Zuid-Holland,2020-06-07,1.1400000000000001,0.63,1.6600000000000001,0.97,1.4000000000000001
Zuid-Holland,2020-06-08,1.09,0.6,1.62,0.92,1.34
Zuid-Holland,2020-06-09,1.11,0.62,1.6300000000000001,0.9500000000000001,1.37
Zuid-Holland,2020-06-10,1.1,0.61,1.61,0.91,1.32
Zuid-Holland,2020-06-11,1.07,0.58,1.57,0.9,1.31
Zuid-Holland,2020-06-12,1.06,0.59,1.58,0.9,1.31
Zuid-Holland,2020-06-13,1.01,0.54,1.53,0.85,1.26
Zuid-Holland,2020-06-14,0.99,0.52,1.51,0.8300000000000001,1.24
Zuid-Holland,2020-06-15,0.97,0.49,1.48,0.8,1.21
Zuid-Holland,2020-06-16,0.89,0.42,1.42,0.72,1.1300000000000001
